"","Gender","Age","Educational_Attainment","Industry","Country","Year","Employment_Rate","Population","Industry_name","Country_Name","Educational_Attainment_FullForm","Gender_Pay_Gap","Educational_Field","Educational_Level","sex","Number_of_Student"
"32503","Female","Y30-54","ED5-8","L","PL",2013,88.7,57,"Real estate activities","Poland","Tertiary education (levels 5-8)",14.2,"
Information Technologies","Doctor","M",106
"32507","Female","Y20-24","ED5-8","F","PL",2015,48.1,15.1,"Construction","Poland","Tertiary education (levels 5-8)",18.6,"Biological science","Master","M",598
"32521","Male","Y20-29","ED3_4GEN","B-N","UK",2016,70.3,7,"Business economy","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",9.1,"Management and administration","Bachelor","F",17959
"32533","Female","Y20-29","ED5-8","H","DE",2018,82.6,24.8,"Transportation and storage","Germany","Tertiary education (levels 5-8)",4.4,"
Information Technologies","Doctor","M",5800
"32544","Male","Y55-64","ED0-2","B-N","FR",2019,44.2,14.3,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",10.5,"Management and administration","Doctor","M",860
"32559","Female","Y55-64","ED5-8","N","IT",2015,71.7,50.3,"Administrative and support service activities","Italy","Tertiary education (levels 5-8)",15,"Engineering and construction","Master","F",36453
"32570","Female","Y55-64","ED0-2","L","AT",2021,34,26.8,"Real estate activities","Austria","Less than primary, primary and lower secondary education (levels 0-2)",15.8,"Biological science","Bachelor","F",5412
"32608","Male","Y20-24","ED0-2","R","FR",2021,40,20,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",8.1,"
Information Technologies","Doctor","M",2192
"32619","Male","Y15-64","ED0-2","O","DE",2019,55.4,9.2,"Public administration and defence; compulsory social security","Germany","Less than primary, primary and lower secondary education (levels 0-2)",27.6,"Software development","Master","M",24884
"32625","Female","Y30-54","ED5-8","L","PL",2020,89.8,22.2,"Real estate activities","Poland","Tertiary education (levels 5-8)",6.2,"Biological science","Doctor","M",503
"32658","Female","Y30-54","ED0-2","J","PL",2019,44.1,8,"Information and communication","Poland","Less than primary, primary and lower secondary education (levels 0-2)",-0.8,"Management and administration","Bachelor","M",58339
"32676","Female","Y15-64","ED0-2","B","FI",2021,36.2,16.5,"Mining and quarrying","Finland","Less than primary, primary and lower secondary education (levels 0-2)",19.1,"Engineering and construction","Master","F",3068
"32681","Male","Y30-54","ED5-8","B-N","DK",2019,94.6,24.4,"Business economy","Denmark","Tertiary education (levels 5-8)",14.3,"Engineering and construction","Bachelor","M",17468
"32684","Female","Y30-54","ED0-2","J","FI",2018,47.7,9.3,"Information and communication","Finland","Less than primary, primary and lower secondary education (levels 0-2)",7.7,"
Information Technologies","Doctor","M",1083
"32690","Male","Y20-24","ED3_4GEN","B-N","PL",2021,38.6,26.1,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",6.9,"Software development","Doctor","M",269
"32731","Male","Y20-29","ED0-2","B-N","DK",2018,56.8,18.3,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",14.4,"Software development","Doctor","F",0
"32741","Female","Y20-24","ED3_4GEN","D","AT",2021,44.2,24.3,"Electricity, gas, steam and air conditioning supply","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",20.2,"Biological science","Master","F",1878
"32745","Male","Y20-29","ED3_4GEN","B-N","UK",2018,72.5,7.4,"Business economy","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",-2.7,"Engineering and construction","Master","F",12502
"32749","Female","Y55-64","ED0-2","L","DK",2020,48.1,31.5,"Real estate activities","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",18.1,"Biological science","Bachelor","M",1912
"32796","Female","Y30-54","ED0-2","J","NL",2020,56.6,22,"Information and communication","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",19.9,"Management and administration","Master","F",6893
"32805","Female","Y15-64","ED0-2","B-N","UK",2016,50.3,20.2,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",12,"Biological science","Doctor","F",8666
"32806","Male","Y30-54","ED0-2","B-N","DK",2020,71.8,4.7,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",18,"Engineering and construction","Master","M",4831
"32811","Male","Y20-29","ED5-8","B-N","FR",2020,72.6,5.4,"Business economy","France","Tertiary education (levels 5-8)",14.5,"Biological science","Doctor","F",3978
"32820","Female","Y15-64","ED0-2","B","FR",2019,33,22.9,"Mining and quarrying","France","Less than primary, primary and lower secondary education (levels 0-2)",14,"Software development","Master","M",0
"32847","Male","Y20-29","ED0-2","B-N","DK",2018,56.8,18.3,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",17.8,"Software development","Bachelor","F",0
"32854","Male","Y15-64","ED0-2","O","FI",2014,42.7,59,"Public administration and defence; compulsory social security","Finland","Less than primary, primary and lower secondary education (levels 0-2)",18.4,"Biological science","Master","M",273
"32865","Male","Y55-64","ED5-8","B-N","AT",2017,75,6.4,"Business economy","Austria","Tertiary education (levels 5-8)",12.4,"Engineering and construction","Bachelor","M",24087
"32889","Female","Y30-54","ED5-8","K","FR",2018,87,55.1,"Financial and insurance activities","France","Tertiary education (levels 5-8)",14.6,"Management and administration","Doctor","M",930
"32892","Male","Y15-64","ED5-8","Q","PL",2016,90.5,33.3,"Human health and social work activities","Poland","Tertiary education (levels 5-8)",5.7,"
Information Technologies","Bachelor","F",8896
"32903","Female","Y20-24","ED3_4GEN","E","FI",2014,55.4,43.8,"Water supply; sewerage, waste management and remediation activities","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",15.3,"
Information Technologies","Bachelor","F",3153
"32929","Male","Y30-54","ED0-2","B-N","DK",2020,71.8,4.7,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",8.6,"Management and administration","Doctor","M",0
"32930","Male","Y20-29","ED3_4GEN","B-N","AT",2017,45.5,40,"Business economy","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",23.2,"Management and administration","Bachelor","F",4233
"32935","Male","Y30-54","ED5-8","B-N","FR",2020,92.2,31.1,"Business economy","France","Tertiary education (levels 5-8)",15.9,"Management and administration","Doctor","M",798
"32955","Male","Y15-64","ED0-2","O","DK",2016,58.1,16.1,"Public administration and defence; compulsory social security","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",20.3,"Biological science","Doctor","F",0
"32961","Female","Y20-24","ED0-2","D","PL",2015,17.7,6.4,"Electricity, gas, steam and air conditioning supply","Poland","Less than primary, primary and lower secondary education (levels 0-2)",18.6,"Engineering and construction","Master","F",20734
"32964","Female","Y30-54","ED0-2","J","EL",2018,42.4,28.2,"Information and communication","Greece","Less than primary, primary and lower secondary education (levels 0-2)",18.6,"Engineering and construction","Doctor","F",1814
"32975","Male","Y20-29","ED0-2","B-N","FR",2015,51.4,53.6,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",12.8,"Engineering and construction","Master","M",101488
"32976","Male","Y30-54","ED0-2","B-N","FI",2013,69.7,20.7,"Business economy","Finland","Less than primary, primary and lower secondary education (levels 0-2)",13.2,"
Information Technologies","Doctor","M",1426
"32978","Male","Y15-64","ED3_4GEN","P","IT",2021,55.3,13.9,"Education","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",0.7,"
Mathematics","Doctor","F",260
"33019","Male","Y30-54","ED5-8","B-N","FI",2016,90.7,39.1,"Business economy","Finland","Tertiary education (levels 5-8)",9,"Software development","Doctor","F",0
"33021","Male","Y30-54","ED5-8","B-N","PL",2020,96.1,36.9,"Business economy","Poland","Tertiary education (levels 5-8)",6.8,"Management and administration","Master","F",35319
"33024","Male","Y20-24","ED3_4GEN","B-N","PL",2021,38.6,26.1,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",29,"Management and administration","Master","F",33950
"33025","Male","Y20-24","ED5-8","B-N","PL",2017,54.7,28.3,"Business economy","Poland","Tertiary education (levels 5-8)",20,"Biological science","Master","F",3721
"33037","Male","Y15-64","ED0-2","O","IT",2015,54.2,36.3,"Public administration and defence; compulsory social security","Italy","Less than primary, primary and lower secondary education (levels 0-2)",16.8,"
Information Technologies","Doctor","M",759
"33060","Female","Y30-54","ED0-2","J","FI",2015,50.2,25.9,"Information and communication","Finland","Less than primary, primary and lower secondary education (levels 0-2)",15.1,"Biological science","Bachelor","F",1561
"33096","Male","Y15-64","ED5-8","P","DE",2020,90.2,16.3,"Education","Germany","Tertiary education (levels 5-8)",21.8,"
Information Technologies","Doctor","F",1334
"33098","Female","Y30-54","ED3_4GEN","K","FI",2021,64.6,3.6,"Financial and insurance activities","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",14.9,"
Mathematics","Doctor","F",38
"33143","Female","Y30-54","ED0-2","J","FR",2019,50.9,22.6,"Information and communication","France","Less than primary, primary and lower secondary education (levels 0-2)",19.7,"Engineering and construction","Bachelor","M",67930
"33147","Male","Y15-64","ED5-8","Q","IT",2013,81.2,28.3,"Human health and social work activities","Italy","Tertiary education (levels 5-8)",6.1,"
Information Technologies","Bachelor","M",18269
"33153","Female","Y55-64","ED5-8","N","DK",2018,72.4,24.7,"Administrative and support service activities","Denmark","Tertiary education (levels 5-8)",7.6,"
Mathematics","Master","M",374
"33195","Female","Y20-29","ED0-2","G","FI",2016,32.2,7.2,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Finland","Less than primary, primary and lower secondary education (levels 0-2)",12.5,"
Information Technologies","Master","F",1178
"33201","Female","Y30-54","ED0-2","J","FR",2013,58,4.9,"Information and communication","France","Less than primary, primary and lower secondary education (levels 0-2)",13.8,"
Information Technologies","Bachelor","F",2488
"33206","Female","Y55-64","ED5-8","N","FR",2016,59.8,55.7,"Administrative and support service activities","France","Tertiary education (levels 5-8)",11.2,"Management and administration","Master","M",27265
"33229","Female","Y55-64","ED5-8","M","AT",2015,61.6,16.5,"Professional, scientific and technical activities","Austria","Tertiary education (levels 5-8)",22.7,"Engineering and construction","Master","F",3976
"33238","Female","Y15-64","ED0-2","B","IT",2015,29,39.8,"Mining and quarrying","Italy","Less than primary, primary and lower secondary education (levels 0-2)",16.8,"Biological science","Master","F",11561
"33286","Male","Y15-64","ED5-8","Q","NL",2015,90.1,10.4,"Human health and social work activities","Netherlands","Tertiary education (levels 5-8)",21.5,"Engineering and construction","Bachelor","F",8648
"33302","Female","Y20-24","ED0-2","C","AT",2016,50.6,10.4,"Manufacturing","Austria","Less than primary, primary and lower secondary education (levels 0-2)",23.3,"Software development","Master","M",382
"33310","Male","Y30-54","ED0-2","B-N","NL",2016,78.3,8.7,"Business economy","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",3.2,"
Information Technologies","Bachelor","F",1672
"33350","Female","Y20-24","ED3_4GEN","E","IT",2021,14.8,41.7,"Water supply; sewerage, waste management and remediation activities","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",3.2,"
Mathematics","Bachelor","F",5281
"33351","Male","Y20-29","ED5-8","B-N","UK",2017,86.8,6.5,"Business economy","United Kingdom","Tertiary education (levels 5-8)",24,"
Mathematics","Master","F",1016
"33356","Female","Y20-24","ED0-2","D","FR",2020,26.5,9.2,"Electricity, gas, steam and air conditioning supply","France","Less than primary, primary and lower secondary education (levels 0-2)",15.9,"
Mathematics","Doctor","F",112
"33358","Male","Y20-24","ED0-2","R","PL",2020,42,24.5,"Arts, entertainment and recreation","Poland","Less than primary, primary and lower secondary education (levels 0-2)",13.4,"
Information Technologies","Doctor","M",584
"33362","Female","Y30-54","ED0-2","J","FI",2016,50.3,26.7,"Information and communication","Finland","Less than primary, primary and lower secondary education (levels 0-2)",12.7,"
Information Technologies","Doctor","F",324
"33407","Male","Y30-54","ED0-2","B-N","IT",2021,74.5,6,"Business economy","Italy","Less than primary, primary and lower secondary education (levels 0-2)",8.8,"Software development","Doctor","M",0
"33420","Male","Y55-64","ED5-8","B-N","IT",2021,86.8,31.8,"Business economy","Italy","Tertiary education (levels 5-8)",4.4,"Engineering and construction","Doctor","F",2737
"33443","Male","Y20-29","ED5-8","B-N","FR",2021,76.9,7.2,"Business economy","France","Tertiary education (levels 5-8)",21.7,"Biological science","Bachelor","F",32222
"33446","Male","Y20-24","ED5-8","B-N","DE",2014,73,19.3,"Business economy","Germany","Tertiary education (levels 5-8)",29.8,"
Information Technologies","Doctor","M",6700
